# 学習者向け日本語の見直しで、難しい漢字語（抄訳・赦し・大仰・拡幅・戒告・献納・布告者）と読みの足りない語（名誉挽回）を言いかえる
N!	abridge|condense	abridge は本などを「省略して短くする」（abridged edition は「短縮版」）。condense は内容を「要約する」や、気体を「凝縮する」
N!	absolution|condemnation	absolution は罪の「許し」、condemnation は「非難・有罪の宣告」
N!	absolution|pardon	absolution は神父などが与える罪の「許し」（宗教の語）。pardon は王や大統領が与える「恩赦」や、ふつうの「許し」
N!	bombastic|grandiloquent	bombastic は「誇大な」。grandiloquent は言い回しが「大げさな」かたい語
N!	broadening|widening	widening は道などを「広げること」。broadening は知識などを「広げること」
N!	castigate|reprimand	castigate は「厳しくけなす」。reprimand は上の立場から正式に「しかる・注意する」
N!	consecrate|sanctify	consecrate は教会などを儀式で「神聖なものにする・神にささげる」。sanctify は「神聖にする・清める」
N!	dilation|widening	dilation は瞳などが「広がること」。widening は道路などを「広げること」
N!	harbinger|herald	harbinger はよくも悪くも「前触れ」。herald は「先触れ」や、昔の「知らせを告げる役人」
N!	redemption|salvation	redemption は罪からの「救い」や、失った名誉を「取り戻すこと」。salvation は宗教の「救い」
