exaggerate|exasperate	別語
examine|example	別語
example|trample	別語
exception|exemption	別語
exception|inception	別語
exception|perception	別語
exception|reception	別語
except|excerpt	別語
excessively|exclusively	別語
excessive|exclusive	別語
excessive|expressive	別語
excited|excused	別語
exclude|explode	別語
exclude|seclude	別語
exclusion|excursion	別語
exclusion|explosion	別語
exclusion|seclusion	別語
exclusive|explosive	別語
exclusive|reclusive	別語
excursion|expulsion	別語
excused|exposed	別語
excused|focused	別語
execution|exemption	別語
exemption|redemption	別語
exercise|expertise	別語
exhort|export	別語
expansion|explosion	別語
expansion|expulsion	別語
expectation|exportation	別語
expedient|experiment	別語
expensive|explosive	別語
expensive|expressive	別語
expensive|pensive	別語
expiration|exploration	別語
expiration|exportation	別語
expiration|respiration	別語
explain|exploit	別語
explanation|exploration	別語
explicit|exploit	別語
explode|implode	別語
exploration|exportation	別語
explore|implore	別語
explosion|expulsion	別語
exportation|importation	別語
exposed|expound	別語
exposed|imposed	別語
expound|impound	別語
expression|oppression	別語
expression|repression	別語
expressive|oppressive	別語
express|oppress	別語
express|repress	別語
extension|tension	別語
external|maternal	別語
external|paternal	別語
extinction|extraction	別語
extinct|extract	別語
fable|table	別語
facetious|fractious	別語
face|fact	別語
face|fade	別語
face|fake	別語
face|fame	別語
face|fare	別語
face|fate	別語
face|lace	別語
face|pace	別語
face|race	別語
facility|fatality	別語
facility|fragility	別語
facility|futility	別語
factory|victory	別語
fact|fast	別語
fact|pact	別語
fact|tact	別語
fade|fake	別語
fade|fame	別語
fade|fare	別語
fade|fate	別語
failing|feeling	別語
fail|fair	別語
fail|foil	別語
fail|frail	別語
fail|jail	別語
fail|mail	別語
fail|nail	別語
fail|rail	別語
fail|sail	別語
fail|tail	別語
faintly|jointly	別語
faint|paint	別語
faint|saint	別語
faint|taint	別語
fairness|harness	別語
fair|pair	別語
fake|fame	別語
fake|fare	別語
fake|fate	別語
fake|lake	別語
fake|make	別語
fake|sake	別語
fake|take	別語
fake|wake	別語
fallible|gullible	別語
fall|fill	別語
fall|full	別語
fall|mall	別語
fall|tall	別語
fall|wall	別語
fame|fare	別語
fame|fate	別語
fame|flame	別語
fame|frame	別語
fame|game	別語
fame|lame	別語
fame|name	別語
fame|same	別語
fame|tame	別語
fare|farm	別語
fare|fate	別語
fare|fire	別語
fare|rare	別語
farm|warm	別語
fascinate|vaccinate	別語
fashion|fission	別語
fashion|passion	別語
fasten|hasten	別語
fast|fist	別語
fast|last	別語
fast|mast	別語
fast|past	別語
fast|vast	別語
fatality|futility	別語
fatality|vitality	別語
fate|gate	別語
fate|late	別語
fate|rate	別語
father|gather	別語
father|rather	別語
fatuous|vacuous	別語
fault|vault	別語
favor|savor	別語
fawn|lawn	別語
fawn|pawn	別語
fawn|yawn	別語
fearless|feckless	別語
fearless|flawless	別語
fearless|heartless	別語
fearless|peerless	別語
fear|feat	別語
fear|gear	別語
fear|hear	別語
fear|near	別語
fear|rear	別語
fear|tear	別語
fear|wear	別語
fear|year	別語
feasible|sensible	別語
feast|feat	別語
feast|least	別語
feast|yeast	別語
feather|flatter	別語
feather|further	別語
feather|neither	別語
feather|teacher	別語
feature|fracture	別語
feature|gesture	別語
feature|lecture	別語
feature|measure	別語
feature|texture	別語
feature|venture	別語
feat|flat	別語
feat|meat	別語
feat|neat	別語
feat|seat	別語
federal|funeral	別語
federal|general	別語
federal|several	別語
federation|generation	別語
federation|moderation	別語
federation|veneration	別語
feed|feel	別語
feed|feud	別語
feed|need	別語
feed|seed	別語
feed|weed	別語
feeling|fleeting	別語
feeling|freeing	別語
feeling|jeering	別語
feeling|meeting	別語
feel|fuel	別語
feel|peel	別語
felicitous|solicitous	別語
fellow|mellow	別語
fellow|yellow	別語
fertile|festive	別語
fertile|furtive	別語
fertile|reptile	別語
fertile|servile	別語
fertile|textile	別語
fervent|percent	別語
fervent|servant	別語
festive|furtive	別語
festive|restive	別語
fetter|letter	別語
fever|lever	別語
fever|never	別語
fever|sever	別語
fiction|fission	別語
fiction|fraction	別語
fiction|function	別語
fiction|section	別語
field|wield	別語
field|yield	別語
fierce|pierce	別語
fifteen|sixteen	別語
fifth|filth	別語
fighter|frighten	別語
fighter|lighten	別語
fighter|sighted	別語
fighter|tighten	別語
fight|flight	別語
fight|light	別語
fight|might	別語
fight|night	別語
fight|right	別語
fight|sight	別語
fight|tight	別語
filch|filth	別語
file|fill	別語
file|fine	別語
file|five	別語
file|pile	別語
file|tile	別語
file|vile	別語
fill|kill	別語
fill|mill	別語
fill|pill	別語
fill|will	別語
finally|fiscally	別語
finding|fishing	別語
finding|fitting	別語
finding|pending	別語
find|fine	別語
find|fond	別語
find|fund	別語
find|kind	別語
find|mind	別語
find|wind	別語
fine|fire	別語
fine|five	別語
fine|line	別語
fine|mine	別語
fine|nine	別語
fine|vine	別語
finger|linger	別語
finger|singer	別語
fire|firm	別語
fire|five	別語
fire|wire	別語
first|fist	別語
fishing|fitting	別語
fishing|missing	別語
fish|fist	別語
fish|wish	別語
fission|mission	別語
fission|passion	別語
fission|session	別語
fist|foist	別語
fist|list	別語
fitting|setting	別語
five|give	別語
five|live	別語
fixed|mixed	別語
flagrant|vagrant	別語
flag|flap	別語
flag|flat	別語
flag|flaw	別語
flame|lame	別語
flap|flat	別語
flap|flaw	別語
flap|flip	別語
flap|slap	別語
flatter|fluster	別語
flatter|latter	別語
flatter|scatter	別語
flatter|shatter	別語
flat|flaw	別語
flat|float	別語
fleeting|freeing	別語
fleeting|greeting	別語
fleeting|meeting	別語
flee|glee	別語
flight|light	別語
flight|plight	別語
flight|slight	別語
flip|flop	別語
flip|slip	別語
flock|lock	別語
flop|flow	別語
flower|glower	別語
flower|lower	別語
flowing|following	別語
flowing|glowing	別語
flow|glow	別語
flow|plow	別語
flow|slow	別語
flush|lush	別語
foam|roam	別語
foil|fool	別語
foil|foul	別語
foil|soil	別語
foil|toil	別語
fold|folk	別語
fold|fond	別語
fold|food	別語
fold|gold	別語
fold|mold	別語
foliage|voltage	別語
folk|yolk	別語
folly|fully	別語
folly|jolly	別語
fondness|goodness	別語
fondness|kindness	別語
fond|food	別語
fond|found	別語
fond|pond	別語
food|fool	別語
food|foot	別語
food|good	別語
food|mood	別語
food|wood	別語
fool|foot	別語
fool|foul	別語
fool|pool	別語
fool|tool	別語
fool|wool	別語
football|softball	別語
foot|fort	別語
foot|root	別語
force|forge	別語
forecast|foremost	別語
foreign|foreman	別語
foreman|workman	別語
