preserve|reserved	別語
rife|wife	別語
right|sight	別語
right|tight	別語
rigidity|timidity	別語
ring|sing	別語
ring|wing	別語
riot|root	別語
ripe|rise	別語
ripe|rite	別語
ripe|rope	別語
ripe|wipe	別語
rise|risk	別語
rise|rite	別語
rise|rose	別語
rise|wise	別語
rite|site	別語
rite|trite	別語
road|roam	別語
road|roar	別語
road|toad	別語
roam|roar	別語
roam|room	別語
roar|soar	別語
robe|role	別語
robe|rope	別語
robe|rose	別語
robot|root	別語
rock|sock	別語
role|rope	別語
role|rose	別語
role|sole	別語
roof|room	別語
roof|root	別語
room|root	別語
rope|rose	別語
round|sound	別語
round|wound	別語
rude|rule	別語
rumor|tumor	別語
rush|rust	別語
rust|trust	別語
sack|sick	別語
sack|snack	別語
sack|stack	別語
sadness|sameness	別語
sadness|shyness	別語
safe|sake	別語
safe|sale	別語
safe|same	別語
safe|save	別語
sailor|tailor	別語
sail|soil	別語
sail|tail	別語
saint|taint	別語
sake|sale	別語
sake|same	別語
sake|save	別語
sake|snake	別語
sake|stake	別語
sake|take	別語
sake|wake	別語
sale|salt	別語
sale|same	別語
sale|save	別語
sale|scale	別語
sale|sole	別語
sale|stale	別語
salvage|sausage	別語
salvage|savage	別語
salvation|starvation	別語
same|save	別語
same|some	別語
same|tame	別語
sanction|section	別語
sanctuary|sanitary	別語
sandal|scandal	別語
sand|stand	別語
sanitary|solitary	別語
saturate|situate	別語
saturation|situation	別語
save|slave	別語
save|suave	別語
save|wave	別語
scale|scare	別語
scale|stale	別語
scam|scan	別語
scam|scar	別語
scant|scent	別語
scan|scant	別語
scan|scar	別語
scan|span	別語
scan|swan	別語
scared|shared	別語
scare|scarf	別語
scare|score	別語
scare|share	別語
scare|spare	別語
scare|stare	別語
scarf|scary	別語
scar|scarf	別語
scar|soar	別語
scar|star	別語
scathing|soothing	別語
scattered|tattered	別語
scene|scent	別語
science|silence	別語
scoop|stoop	別語
scope|score	別語
scope|slope	別語
score|scorn	別語
score|shore	別語
score|sore	別語
score|store	別語
scour|sour	別語
seal|seat	別語
seal|sell	別語
seal|steal	別語
seal|zeal	別語
secrecy|securely	別語
secretly|securely	別語
section|sedition	別語
section|selection	別語
section|session	別語
section|station	別語
securely|severely	別語
security|severity	別語
seed|seek	別語
seed|seem	別語
seed|seep	別語
seed|send	別語
seed|shed	別語
seed|speed	別語
seed|weed	別語
seek|seem	別語
seek|seep	別語
seek|sleek	別語
seek|week	別語
seem|seep	別語
seem|stem	別語
seep|sleep	別語
seep|steep	別語
seep|step	別語
seep|weep	別語
seize|size	別語
selfish|shellfish	別語
self|sell	別語
sell|smell	別語
sell|spell	別語
sell|tell	別語
sell|well	別語
sell|yell	別語
seminar|similar	別語
sender|slender	別語
sender|tender	別語
send|spend	別語
send|tend	別語
senior|sensor	別語
sense|tense	別語
sentence|sequence	別語
serenity|seventy	別語
serenity|severity	別語
serious|specious	別語
serious|spurious	別語
serious|tedious	別語
serious|various	別語
server|sever	別語
service|servile	別語
service|survive	別語
servile|survive	別語
session|tension	別語
session|version	別語
setting|upsetting	別語
seventy|severity	別語
seven|sever	別語
shade|shake	別語
shade|shame	別語
shade|shape	別語
shade|share	別語
shade|spade	別語
shady|shaky	別語
shake|shame	別語
shake|shape	別語
shake|share	別語
shake|snake	別語
shake|stake	別語
shall|small	別語
shall|stall	別語
shame|shape	別語
shame|share	別語
shape|share	別語
shard|share	別語
shard|shared	別語
shard|sharp	別語
share|sharp	別語
share|shore	別語
share|spare	別語
share|stare	別語
shatter|shelter	別語
sheep|sheer	別語
sheep|sleep	別語
sheep|steep	別語
sheep|sweep	別語
sheer|steer	別語
shelter|sweater	別語
shelter|theater	別語
shift|shirt	別語
shift|swift	別語
shine|shrine	別語
shine|spine	別語
ship|shop	別語
ship|skip	別語
ship|slip	別語
ship|whip	別語
shirt|short	別語
shirt|skirt	別語
shock|stock	別語
shoe|shop	別語
shoe|shore	別語
shoe|shove	別語
shoe|show	別語
shoot|short	別語
shoot|shout	別語
shopping|topping	別語
shop|show	別語
shop|stop	別語
shore|short	別語
shore|shove	別語
shore|store	別語
short|shout	別語
short|sport	別語
shoulder|shudder	別語
shout|shut	別語
shout|stout	別語
shove|shovel	別語
shove|stove	別語
show|slow	別語
show|snow	別語
shrine|shrink	別語
shudder|thunder	別語
shun|shut	別語
shun|stun	別語
sibling|willing	別語
sick|silk	別語
sick|sink	別語
sick|slick	別語
sick|sock	別語
sick|stick	別語
sick|suck	別語
side|site	別語
side|size	別語
side|slide	別語
side|tide	別語
side|wide	別語
sighted|tighten	別語
sight|slight	別語
sight|tight	別語
sigh|sight	別語
sigh|sign	別語
silently|violently	別語
silk|sink	別語
simulate|situate	別語
simulate|stipulate	別語
simulation|situation	別語
simulation|stipulation	別語
since|wince	別語
sing|sink	別語
sing|sting	別語
sing|wing	別語
sink|wink	別語
site|size	別語
site|spite	別語
site|suite	別語
situation|station	別語
skate|state	別語
skill|skull	別語
skill|spill	別語
skill|still	別語
skim|skin	別語
skim|skip	別語
skim|slim	別語
skim|swim	別語
skin|skip	別語
skin|spin	別語
skip|slip	別語
slap|slip	別語
slap|snap	別語
slap|swap	別語
sleek|sleep	別語
sleep|steep	別語
sleep|sweep	別語
slender|splendor	別語
slice|slick	別語
slice|slide	別語
slice|spice	別語
slick|stick	別語
slightly|tightly	別語
slim|slip	別語
slim|slum	別語
slim|swim	別語
slot|slow	別語
slot|spot	別語
slow|snow	別語
slump|stump	別語
slum|slump	別語
small|stall	別語
smart|start	別語
smear|spear	別語
smear|swear	別語
smell|spell	別語
smell|swell	別語
smuggle|struggle	別語
snack|stack	別語
snake|stake	別語
snap|swap	別語
sneak|speak	別語
sneak|steak	別語
sniff|stiff	別語
soak|soar	別語
soak|sock	別語
soar|solar	別語
soar|sour	別語
soar|star	別語
sober|somber	別語
sobriety|society	別語
socialize|specialize	別語
sock|stock	別語
sofa|soft	別語
soft|sort	別語
soil|soul	別語
soil|spoil	別語
soil|toil	別語
sole|solve	別語
sole|some	別語
sole|sore	別語
something|soothing	別語
some|sore	別語
soon|spoon	別語
sore|sort	別語
sore|store	別語
sore|sure	別語
sorry|worry	別語
sort|sport	別語
soul|soup	別語
soul|sour	別語
sound|wound	別語
soup|sour	別語
sour|spur	別語
sour|tour	別語
sour|your	別語
space|spade	別語
space|spare	別語
space|spice	別語
spade|spare	別語
span|spin	別語
span|swan	別語
spare|spark	別語
spare|sparse	別語
spare|spire	別語
spare|stare	別語
spark|stark	別語
spatial|special	別語
speaker|sweater	別語
speak|spear	別語
speak|steak	別語
spear|swear	別語
speed|spend	別語
spell|spill	別語
spell|swell	別語
spice|spine	別語
spice|spire	別語
spice|spite	別語
spill|still	別語
spine|spire	別語
spine|spite	別語
spin|spit	別語
spire|spite	別語
spite|suite	別語
spit|split	別語
spit|spot	別語
spit|suit	別語
sport|spot	別語
sprain|strain	別語
spray|stray	別語
spring|sprint	別語
spring|string	別語
stable|stale	別語
stable|staple	別語
stable|table	別語
stack|stark	別語
stack|stick	別語
staff|stiff	別語
stage|stake	別語
stage|stale	別語
stage|stare	別語
stage|state	別語
stagger|stranger	別語
stagnation|starvation	別語
stain|stair	別語
stain|strain	別語
stair|star	別語
