abdicate|dedicate	別語
abdicate|fabricate	別語
abdicate|indicate	別語
abduction|auction	別語
abduction|deduction	別語
abduction|reduction	別語
abide|aide	別語
ability|facility	別語
ability|liability	別語
ability|mobility	別語
ability|stability	別語
ability|utility	別語
able|amble	別語
able|cable	別語
able|fable	別語
able|table	別語
abnegation|allegation	別語
abolish|foolish	別語
abolition|abortion	別語
abolition|absolution	別語
aboriginal|original	別語
abortion|adoration	別語
abortion|portion	別語
abort|about	別語
abound|around	別語
abound|bound	別語
abridge|bridge	別語
abroad|broad	別語
abrogate|arrogate	別語
absence|essence	別語
absent|assent	別語
absolutely|resolutely	別語
absolute|obsolete	別語
absolute|resolute	別語
absolution|resolution	別語
absolution|solution	別語
absolve|resolve	別語
abstain|sustain	別語
abstention|attention	別語
abstraction|attraction	別語
abstraction|distraction	別語
abstraction|obstruction	別語
abstract|attract	別語
abstract|distract	別語
abstract|obstruct	別語
abuse|amuse	別語
abusive|elusive	別語
accent|accept	別語
accent|ascent	別語
acceptable|unacceptable	別語
accident|ancient	別語
acclaim|exclaim	別語
account|recount	別語
accusation|causation	別語
accusation|occupation	別語
ache|acme	別語
achieve|archive	別語
acid|acrid	別語
acid|amid	別語
acid|avid	別語
acorn|corn	別語
acorn|scorn	別語
acoustic|caustic	別語
acquirement|requirement	別語
activate|captivate	別語
activate|deactivate	別語
activate|motivate	別語
activity|captivity	別語
actor|factor	別語
actually|annually	別語
acute|cute	別語
adaptive|captive	別語
addition|ambition	別語
addition|sedition	別語
address|redress	別語
adjourn|sojourn	別語
administer|minister	別語
admirable|amiable	別語
admirable|amicable	別語
admiration|adoration	別語
admiration|aspiration	別語
admission|mission	別語
admittance|remittance	別語
admonish|astonish	別語
adoration|adulation	別語
adoration|avocation	別語
adoration|donation	別語
adoration|duration	別語
adulation|dilation	別語
adulation|duration	別語
adulation|education	別語
adulation|emulation	別語
advance|askance	別語
advance|radiance	別語
adverse|reverse	別語
adversity|diversity	別語
advocate|allocate	別語
aesthetic|apathetic	別語
affinity|infinity	別語
after|alter	別語
again|gain	別語
ageless|careless	別語
ageless|useless	別語
aggravate|aggregate	別語
aggregate|segregate	別語
agitated|animated	別語
agitate|cogitate	別語
agitate|imitate	別語
agitation|imitation	別語
agitation|sanitation	別語
aide|hide	別語
aide|ride	別語
aide|side	別語
aide|tide	別語
aide|wide	別語
ailment|augment	別語
alarming|charming	別語
alarming|glaring	別語
alert|avert	別語
alienate|alternate	別語
alienation|allegation	別語
alienation|alteration	別語
alienation|alternation	別語
alignment|assignment	別語
align|malign	別語
allegation|alleviation	別語
allegation|allocation	別語
allegation|alteration	別語
allegation|delegation	別語
allegiance|alliance	別語
allergy|gallery	別語
alliance|allowance	別語
alliance|reliance	別語
allocated|located	別語
allocate|relocate	別語
allocation|avocation	別語
allocation|location	別語
allocation|relocation	別語
allot|allow	別語
allot|alloy	別語
allot|ballot	別語
allow|alloy	別語
allow|callow	別語
allow|fallow	別語
alloy|ally	別語
ally|dally	別語
ally|rally	別語
alone|atone	別語
along|long	別語
alteration|alternation	別語
alter|falter	別語
