sense	sensitive	形	敏感な・繊細な
sense	sensible	形	分別のある・賢明な
serve	service	名	サービス・奉仕・業務
shock	shocking	形	衝撃的な・ひどい
shock	shocked	形	ショックを受けた・あきれた
shoot	shot	名	発砲・写真・シュート
slave	slavery	名	奴隷制
sneak	sneaky	形	こそこそした・ずるい
specific	specify	動	明確に指定する
sphere	spherical	形	球形の
spice	spicy	形	香辛料の効いた・辛い
stable	stabilize	動	安定させる
startle	startling	形	驚くべき・びっくりさせる
stimulate	stimulus	名	刺激・励み
style	stylish	形	しゃれた・流行の
sum	summarize	動	要約する・まとめる
supreme	supremacy	名	優位・覇権
surgery	surgical	形	外科の・手術の
surround	surroundings	名	周囲の状況・環境
technique	technical	形	技術的な・専門的な
tense	tension	名	緊張・張力
tolerate	tolerant	形	寛容な
triumph	triumphant	形	勝ち誇った・意気揚々とした
urge	urgent	形	緊急の
utility	utilize	動	利用する
valid	validate	動	正当性を証明する・有効にする
value	valuable	形	貴重な・高価な
vibrate	vibrant	形	活気のある・鮮やかな
visible	vision	名	視力・展望・ビジョン
U	shocked	shocking	shocked は人が「ショックを受けた」。shocking は物事が「衝撃的な・ひどい」
U	terrified	terrifying	terrified は人が「おびえた」。terrifying は物事が「恐ろしい」
U	thankful	grateful	grateful は「(人の親切に)感謝して」（grateful to 人 for 〜）。thankful は「(幸運などを)ありがたく思う」
U	troop	troops	troop は「部隊・一団」。複数形の troops は「兵士たち・軍隊」の意味でよく使う
