U	precedence	precedent	precedent は「前例・先例」（数えられる）。precedence は「優先（順位）」（take precedence over＝〜より優先される）
N	preceding	unprecedented	別意
U	pretense	pretension	pretense は「見せかけ・ふり」（under the pretense of＝〜を口実に）。pretension は「気取り・うぬぼれ」や「（正当だという）主張」
N	probability	probation	別意
N	production	productivity	別意
N	propeller	propulsion	別意
U	proposal	proposition	proposal は「提案・（結婚の）申し込み」。proposition は「（論理学の）命題」や「（ビジネスの）提案」
N	prosecution	prosecutor	人物
protection	protectionism	名	保護貿易主義
N	protection	protectionism	別意
N	providence	provision	別意
N	provider	provision	人物
N	publication	publisher	人物
N	purification	purity	別意
N	purifier	purity	別意
N	quantifiable	quantitative	別意
N	radiance	radiator	別意
U	rationale	rationality	rationale は「論理的根拠・理由づけ」。rationality は「合理性・理性的であること」
N	realism	realist	人物
N	realism	realization	別意
N	realism	realty	別意
N	realist	realization	人物
N	realist	realty	人物
N	realization	realty	別意
U	recital	recitation	recital は「独奏会・リサイタル」。recitation は「暗唱・朗読」
recline	recliner	名	リクライニングチェア
N	remission	remittance	別意
N	remorseful	remorseless	反対
N	repeatable	repetitive	別意
U	repetitious	repetitive	repetitive と repetitious はどちらも「繰り返しの多い」。repetitious は「くどい」という悪い意味が強い
U	respectable	respective	respectable は「立派な・まともな」。respective は「それぞれの」（their respective homes＝それぞれの家）
U	respectful	respective	respectful は「礼儀正しい・敬意を払う」。respective は「それぞれの」で、つづりが似ているので注意
U	respectfully	respectively	respectively は「それぞれ」（順に対応して）。respectfully は「うやうやしく・丁重に」
N	respectably	respectively	別意
U	restful	restive	restful は「安らかな・くつろげる」。restive は「落ち着かない・反抗的な」（restless に近い）
N	restful	restless	反対
U	reverent	reverential	reverent と reverential はどちらも「うやうやしい・敬虔な」
N	enrichment	riches	別意
U	riches	richness	riches は「富・財産」（複数として扱う）。richness は「豊かさ・濃厚さ」（性質）
U	ruined	ruinous	ruined は「破滅した・荒廃した」（状態）。ruinous は「破滅をもたらす・（費用が）法外な」
savage	savagery	名	残忍さ・野蛮
R	preservation	preservationist	まれ
R	prey	preyer	非語
R	primate	prim	別語
R	primate	prime	遠縁
R	probe	probity	遠縁
R	protection	protectionist	まれ
R	prototype	prototypical	まれ
R	prune	pruner	まれ
R	pry	pryer	非語
R	pry	prier	非語
R	pry	pryor	非語
R	pry	prior	別語
R	pry	priess	非語
R	racial	racialism	まれ
R	raft_2	rafter	別語
R	raft_2	raftery	非語
R	rage	rager	非語
R	rattle	rattler	まれ
R	reap	reaper	まれ
R	rectify	rectifier	まれ
R	recuperate	recuperater	非語
R	refine	refiner	まれ
R	refine	refinish	別語
R	rein	reiner	非語
R	replicate	replicator	まれ
R	republican	republicanism	まれ
R	revolution	revolutionist	まれ
R	rhetoric	rhetorician	まれ
R	roomy	roomier	変化
R	row_2	rower	同音
R	rustic	rust	別語
R	salvage	salvager	まれ
R	satire	satirist	まれ
R	savage	save	別語
R	savor	save	別語
U	prejudiced	prejudicial	prejudiced は人が「偏見をもった」。prejudicial は物事が「（〜に）不利な・害となる」（prejudicial to＝〜を損なう）
N	protectionism	protector	人物
