destitute	destitution	名	極貧・困窮
deviate	devious	形	遠回しな・ずる賢い	deviate（道からそれる）と同じ語から、まっすぐでない→「遠回しな・ずる賢い」
disbursement	disburse	動	支出する・支払う
disconcert	disconcerting	形	当惑させる・落ち着かない
disparage	disparaging	形	けなすような・見くびった
dissonance	dissonant	形	不協和の・調和しない
dogmatic	dogma	名	教義・独断的な考え
enigmatic	enigma	名	なぞ・不可解な人や物
epicure	epicurean	形	快楽主義の・美食の
equivocal	equivocate	動	言葉を濁す・ぼかす
erudite	erudition	名	博識・学識
euphemism	euphemistic	形	婉曲な・遠回しの
euphoria	euphoric	形	幸福感に満ちた・有頂天の
expedite	expedient	形	好都合な・方便の	expedite（はかどらせる）と同じ語から、事をはかどらせる→「好都合な・方便の」
facilitate	facile	形	安易な・うわべだけの	facility と同じ「たやすい」から、たやすすぎる→「安易な・うわべだけの」
felicitous	felicity	名	至福・(表現の)巧みさ
fervor	fervid	形	熱烈な・燃えるような
flora	floral	形	花の・花柄の
frivolous	frivolity	名	軽薄さ・ふまじめ
gradation	gradual	形	徐々の・緩やかな
guile	beguile	動	魅了する・たぶらかす
habituate	habit	名	習慣・癖
heresy	heretical	形	異端の・異説の
histrionic	histrionics	名	芝居がかった言動・大げさな振る舞い
idiot	idiocy	名	ばかさ・愚行
idiosyncrasy	idiosyncratic	形	特異な・その人独特の
illusory	illusion	名	錯覚・幻想
impassioned	passion	名	情熱・熱中
impertinent	impertinence	名	生意気・無礼		/ɪmˈpɝtənəns/
incoherence	incoherent	形	支離滅裂な・つじつまの合わない
incongruity	incongruous	形	不釣り合いな・場違いな
indolent	indolence	名	怠惰・無精		/ˈɪndələns/
inept	ineptitude	名	不器用・無能
ingratiate	ingratiating	形	取り入るような・愛想のよい
C	arrant	errant	道を踏み外した・さまよう
C	flounder	founder	(船が)沈む・(計画が)失敗する・創立者
C	indigent	indignant	憤慨した・怒った
U	arrant	errant	errant は「道を踏み外した・さまよう」。arrant は「全くの・正真正銘の」（悪い意味の語の前で）
U	efficacy	efficiency	efficacy は薬や方法の「効き目・有効性」。efficiency は「効率・能率」
U	flounder	founder	flounder は「もがく・まごつく」。founder は船が「沈む」、計画が「失敗する」（名詞で「創立者」）
U	fortuitous	fortunate	fortuitous は「偶然の・思いがけない」。fortunate は「幸運な」
U	imperial	imperious	imperial は「帝国の・皇帝の」。imperious は「横柄な・尊大な」
U	indigent	indignant	indigent は「貧困の・困窮した」。indignant は「憤慨した」
