U	adaptable	adaptive	adaptable は「適応できる・融通のきく」（人や物が変化になじめる）。adaptive は「適応のための・適応性の」（adaptive learning＝学習者に合わせる学習）
P	addict	名	（薬物などの）中毒者・熱中している人
U	affectation	affection	affection は「愛情・好意」。affectation は「気取り・見せかけ」で、つづりが似ているので注意
N	analysis	analyst	人物
apprenticeship	apprentice	名	見習い・徒弟
N	apprentice	apprenticeship	人物
N	assertion	assertiveness	別意
U	attendant	attendee	attendee は「出席者・参加者」。attendant は「係員・付き添い」（flight attendant＝客室乗務員）
N	attraction	attractiveness	別意
audit	auditor	名	監査役・会計検査官
N	audit	auditor	人物
bid	bidder	名	入札者（the highest bidder＝最高額の入札者）
boom	boomer	名	（baby boomer で）ベビーブーム世代の人
campaign	campaigner	名	運動家・活動家
N	campaign	campaigner	人物
N	capitalism	capitalist	人物
N	capitalism	capitalization	別意
N	capitalist	capitalization	人物
N	captive	captivity	人物
U	captive	captor	captive は「捕らえられた人・捕虜」。captor は「捕らえた人」（捕まえた側）
N	captivity	captor	人物
N	carriage	carrier	別意
cater	caterer	名	仕出し業者・ケータリング業者
U	certificate	certification	certificate は「証明書・修了証」（紙そのもの）。certification は「証明・認定」（認められること）
N	civilian	civility	人物
N	civilian	civilization	人物
cleanse	cleanser	名	洗顔料・クレンザー
N	colonialism	colony	別意
N	colonist	colony	人物
N	colonization	colony	別意
column	columnist	名	コラムニスト・特約寄稿家
N	column	columnist	人物
U	commission	committee	committee は「委員会」（人の集まり）。commission は「（公的な）委員会」や「委任・手数料」
N	commitment	committee	別意
U	comparably	comparatively	comparatively は「比較的・わりと」。comparably は「同じくらいに・同等に」
N	comparability	comparison	別意
N	composer	composition	人物
N	composer	composure	人物
U	composition	composure	composition は「構成・作文・作曲」。composure は「落ち着き・平静」（keep one's composure＝平静を保つ）
N	compute	computerize	別意
N	conceive	conceptualize	別意
U	concept	conception	concept は「概念・考え」。conception は「着想・考え方」や「妊娠」（conceive の名詞）
cone	conical	形	円錐形の
U	confident	confidential	confident は「自信のある」。confidential は「秘密の・内密の」（confidential information＝機密情報）
U	confidentially	confidently	confidently は「自信を持って」。confidentially は「内密に・ここだけの話として」
conquer	conqueror	名	征服者
N	constituency	constitution	別意
N	constituent	constitution	別意
N	constitution	constitutionality	別意
consulate	consul	名	領事
N	consul	consulate	人物
U	content	contentment	content は名詞で「中身・内容」、形容詞で「満足して」。contentment は「満足・充足」（形容詞 content の名詞）
contract	contractor	名	請負業者・契約者
contract	contraction	名	収縮・短縮
N	contract	contractor	人物
U	contract	contraction	contract は名詞で「契約」、動詞で「縮小する・契約する」。contraction は「収縮・縮小」や、don't などの短縮形
N	contraction	contractor	人物
N	contribution	contributor	人物
convict	conviction	名	確信・有罪判決
N	coordination	coordinator	人物
corrupt	corrupted	形	腐敗した・破損した
U	corrupt	corrupted	corrupt は「（人・組織が）腐敗した・不正な」。corrupted は「（データなどが）壊れた・（人が）堕落させられた」
R	acquire	acquirer	まれ
R	adopt	adopter	まれ
R	adopt	adoptee	まれ
R	aim	aimee	非語
R	allocate	allocator	まれ
R	alternate	alternator	まれ
R	analyze	analyzer	まれ
R	ape	apical	別語
R	apply	apple	別語
R	arrange	arranger	まれ
R	assemble	assembler	まれ
R	authority	author	遠縁
R	banish	ban	遠縁
R	banish	bane	別語
R	battleship	battle	複合
R	beak	beaker	別語
R	beam	beamer	非語
R	beam	beamish	まれ
R	behavior	behaviorist	まれ
R	bilingual	bilingualism	まれ
R	bland	blander	変化
R	blast	blaster	まれ
R	blunt	blunter	変化
R	bolt	bolter	まれ
R	boundary	bound	同音
R	brisk	brisker	変化
R	buckle	buckler	まれ
R	canal	cane	別語
R	candid	candidate	遠縁
R	candidate	candid	遠縁
R	cane	canal	別語
R	cape	caper	別語
R	cape	capable	別語
R	captive	captivate	遠縁
R	cater	cat	別語
R	chip	chipper	別語
R	coarse	coarser	変化
R	compass	compassion	別語
R	compile	compiler	まれ
R	complain	complainer	まれ
R	compress	compressor	まれ
R	cone	condom	別語
R	cone	conery	非語
R	confer	conferee	まれ
R	constitution	constitutionist	非語
R	construction	constructionist	まれ
R	content	contention	別語
R	coral	core	別語
R	cork	corker	まれ
R	cork	corkery	非語
R	corporate	corporatist	まれ
R	corporate	corporatism	まれ
convince	convict	名	受刑者・有罪と判決する	convince と同じラテン語（打ち負かす・言い負かす）から、「有罪と判決する」
N	boom	boomer	人物
N	conqueror	conquest	人物
U	convict	conviction	convict は「受刑者」（動詞で「有罪と判決する」）。conviction は「有罪判決」と「確信」（convince の名詞）の2つの意味がある
