N	distinction	distinctiveness	別意
U	distinguishable	distinguished	distinguishable は「見分けられる・識別できる」。distinguished は「著名な・気品のある」
N	distribution	distributor	人物
N	divider	dividend	別意
N	divisible	divisional	別意
U	divisible	divisive	divisible は「割り切れる・分割できる」。divisive は「（人々を）分裂させる・対立を生む」
N	domination	dominion	別意
U	elemental	elementary	elementary は「初歩の・基本的な」（elementary school＝小学校）。elemental は「根本的な・自然の力の」
N	enforceable	enforced	別意
N	enforcement	forcefulness	別意
N	engraver	engraving	人物
N	enthusiasm	enthusiast	人物
U	exceedingly	excessively	exceedingly は「非常に・きわめて」（よい意味でも使う）。excessively は「過度に・度を越して」（悪い意味）
U	excellence	excellency	excellence は「卓越・優秀さ」。excellency は「閣下」（Your Excellency という敬称）
N	excusable	excused	別意
U	expectancy	expectation	expectation は「予想・期待」（ふつうの語）。expectancy は「期待（の気持ち）」や、life expectancy（平均寿命）のように「見込まれる期間」
N	experienced	experiential	別意
N	extinction	extinguisher	別意
N	facile	facilitating	別意
U	failing	failure	failure は「失敗・故障」。failing は「欠点・弱点」（人の短所）
U	fated	fateful	fated は「運命づけられた」。fateful は「運命を決する・重大な」（a fateful day＝運命の日）
fellow	fellowship	名	友愛・仲間意識・特別研究員
N	fellow	fellowship	人物
U	fervent	fervid	fervent と fervid はどちらも「熱烈な」。fervid はさらに強い、かたい言い方
R	dissent	dissenter	まれ
R	dodge	dodger	まれ
R	emit	emitter	まれ
R	empirical	empire	別語
R	emulate	emulator	まれ
R	enchant	enchanter	まれ
R	endure	end	別語
R	energize	energizer	まれ
R	enlist	enlistee	まれ
R	enroll	enrollee	まれ
R	erect	erector	まれ
R	evade	evader	まれ
R	execution	executioner	まれ
R	exhibition	exhibitionist	まれ
R	expression	expressionist	まれ
R	expression	expressionism	まれ
R	exterminate	exterminator	まれ
R	fabricate	fabricator	まれ
R	faint	fainter	変化
R	fang	fanger	非語
R	fated	fat	別語
R	feat	feature	遠縁
R	fib	fiber	別語
R	fierce	fiercer	変化
R	file_2	filer	同音
