U	dependence	dependency	dependence は「頼ること・依存」。dependency も「依存」に使うが、「属国・属領」や、頼っている物事そのものも言う
design	designer	名	デザイナー・設計者
P	design	動	設計する・デザインする
N	design	designation	別意
N	design	designer	人物
N	designation	designer	人物
destroy	destroyer	名	駆逐艦・破壊する人
devil	devilish	形	悪魔のような・ひどい
P	diet	動	ダイエットする・食事制限する
N	difference	differentiation	別意
P	direct	動	指揮する・向ける
N	direct	directional	別意
N	direct	directorial	別意
N	dividend	division	別意
dream	dreamer	名	夢想家・空想家
N	dream	dreamer	人物
drum	drummer	名	ドラム奏者・太鼓をたたく人
N	drum	drummer	人物
N	dryer	dryness	別意
earn	earner	名	稼ぐ人・収入源
electric	electrician	名	電気技師・電気工事士
N	electrician	electricity	人物
electronic	electronics	名	電子工学・電子機器
environment	environmentalist	名	環境保護論者
N	environment	environmentalist	人物
P	equal	動	（〜に）等しい・匹敵する
U	equal	equitable	equal は「等しい・平等な」（数や量、権利が同じ）。equitable は「公正な・公平な」（事情に合わせて公平に扱う）
escape	escapism	名	現実逃避
even	evenly	副	均等に・平等に
exact	exacting	形	厳しい・骨の折れる	正確さをきびしく求めることから「（要求が）厳しい・骨の折れる」
U	exact	exacting	exact は「正確な」。exacting は「（要求が）厳しい・骨の折れる」で、人や仕事が高い正確さを求めることを言う
exam	examination	名	試験・検査・検討
U	exam	examination	exam は examination を短くした言い方で、「試験」の意味で使う。examination は「試験」のほか「検査・調査」にも使う
N	exam	examiner	人物
P	excuse	名	言い訳・弁解
P	experience	動	経験する
P	experiment	動	実験する
U	faith	faithfulness	faith は「信頼・信仰」（信じる気持ち）。faithfulness は「忠実さ・誠実さ」（裏切らない性質）
P	fancy	名	空想・好み
U	fanciful	fancy	fancy は「凝った・高級な」。fanciful は「空想的な・奇抜な」（現実ばなれした）
U	fat	fatty	fat は「太った」（人や動物）。fatty は「脂肪の多い・脂っこい」（食べ物など）
fence	fencing	名	フェンシング・柵（の材料）
P	fence	動	柵で囲む・フェンシングをする
U	festival	festivity	festival は「祭り」（行事）。festivity は「祝祭・お祭り気分」（festivities で祝いの行事全体）
fever	feverish	形	熱っぽい・熱狂的な
final	finalist	名	決勝進出者
final	finale	名	終結・大詰め
N	fist	fistful	別意
N	flight	flyer	別意
P	focus	名	焦点・重点
P	following	名	次に述べること・支持者たち
P	former	名	前者
U	freedom	freeing	freedom は「自由」（状態）。freeing は「解放すること・自由化」（する行為）
gather	gatherer	名	集める人・採集者（hunter-gatherer＝狩猟採集民）
geography	geographer	名	地理学者
N	geographer	geography	人物
grammar	grammatical	形	文法の・文法的に正しい
grand	grandeur	名	壮大さ・雄大さ
N	grower	growth	人物
guide	guidance	名	指導・案内・助言
U	guidance	guide	guide は「案内（人）・手引き（書）」。guidance は「指導・助言」で、数えない
gymnasium	gym	名	体育館・ジム
U	gym	gymnasium	gym は gymnasium を短くした言い方で、ふつうは gym を使う。gym には「スポーツジム」の意味もある
gymnasium	gymnastics	名	体操（競技）
gymnasium	gymnast	名	体操選手
N	gym	gymnastics	別意
N	gym	gymnast	人物
N	gymnasium	gymnastics	別意
N	gymnasium	gymnast	人物
P	handle	名	取っ手・ハンドル
P	harm	動	害する・傷つける
N	harm	harmfulness	別意
hawk	hawkish	形	タカ派の・強硬な
N	health	healing	別意
N	heartened	heartless	別意
N	heartless	hearty	別意
N	hopeful	hopeless	反対
N	hopefulness	hopelessness	反対
human	humanism	名	人文主義・人間中心主義
U	human	humanitarian	human は「人間の」。humanitarian は「人道的な・人道支援の」（困っている人を助ける）
U	humane	humanitarian	humane は人や動物の扱いが「思いやりのある・苦痛を与えない」。humanitarian は「人道支援の・人道主義の」（災害や戦争で困る人を助ける）
hunt	hunting	名	狩り・狩猟
P	influence	動	影響を与える
U	inclusion	inclusivity	inclusion は「含めること・受け入れること」（する行為）。inclusivity は「誰も排除しない性質・包括性」
N	inclusion	inclusiveness	別意
U	inclusiveness	inclusivity	inclusivity と inclusiveness はどちらも「包括性」。inclusivity のほうがよく使われる
N	instruction	instructor	人物
N	invented	inventive	別意
N	invention	inventor	人物
N	inventiveness	inventor	人物
island	islander	名	島民
N	island	islander	人物
itch	itchy	形	かゆい
P	itch	名	かゆみ
job	jobless	形	失業した・仕事のない
jog	jogger	名	ジョギングする人
jog	jogging	名	ジョギング
judge	judgment	名	判断・判決
N	judge	judgment	人物
N	judge	judiciary	人物
N	judgment	judiciary	別意
knee	kneel	動	ひざまずく
knit	knitting	名	編み物
P	lack	動	欠く・不足している
laundry	launder	動	洗濯する・（不正な金を）洗浄する
P	lift	名	車に乗せること・（イギリス英語で）エレベーター
U	limit	limitation	limit は「限界・制限」（これ以上は無理という線）。limitation は「制限すること」や、能力などの「限界・弱点」
N	limited	limitless	反対
N	loser	loss	人物
march_2	marcher	名	行進する人・デモの参加者
master	mastery	名	熟達・支配
merry	merriment	名	陽気な騒ぎ・笑い		/ˈmɛɹimənt/
mud	muddy	形	泥だらけの・濁った
music	musical	名	ミュージカル・音楽劇
P	musical	形	音楽の・音楽的な
U	music	musical	music は「音楽」。musical は名詞で「ミュージカル」、形容詞で「音楽の」
N	musical	musician	人物
U	nation	nationality	nation は「国家・国民」。nationality は「国籍」
N	nation	nationalism	別意
N	nation	nationalist	人物
N	nationalism	nationalist	人物
N	nationalist	nationality	人物
U	nationalism	nationality	nationality は「国籍」。nationalism は「国家主義・民族主義」
N	nerve	nervousness	別意
P	note	動	気づく・書き留める・述べる
oil	oily	形	油っぽい・脂っこい
offer	offering	名	提供するもの・供え物
N	operation	operator	人物
P	opposite	名	正反対のもの
N	origin	originality	別意
pack	packet	名	小包・小袋
N	peace	peacefulness	別意
peel	peeler	名	皮むき器・ピーラー
P	peel	名	（果物の）皮
R	deliver	deliverer	まれ
R	design	designor	非語
R	design	designee	まれ
R	diet	dieter	まれ
R	dig	digger	まれ
R	dip	dipper	まれ
R	discount	discounter	まれ
R	drug	druggist	まれ
R	dumb	dumber	変化
R	dye	dyer	まれ
R	dye	dyess	非語
R	escape	escapee	まれ
R	even	evenness	まれ
R	even	evening	別語
R	ever	every	遠縁
R	exercise	exerciser	まれ
R	experiment	experimenter	まれ
R	fair	fairer	変化
R	fake	faker	まれ
R	fancy	fancier	変化
R	fare	farish	まれ
R	fat	fatter	変化
R	fat	fatal	別語
R	fat	fated	別語
R	field	fielder	まれ
R	file	filer	まれ
R	final	fine	遠縁
R	fist	fister	非語
R	flavor	flavorist	非語
R	flow	flowery	別語
R	formal	formalist	まれ
R	formal	formalism	まれ
R	former	form	別語
R	future	futurist	まれ
R	future	futurism	まれ
R	gold	golder	非語
R	grand	grander	変化
R	guide	guider	まれ
R	harm	harmer	非語
R	hawk	hawker	同音
R	hay	hayer	非語
R	hide	hider	まれ
R	hide	hideous	別語
R	hideous	hide	別語
R	hook	hooker	まれ
R	hug	hugger	まれ
R	hum	hummer	まれ
R	hum	human	別語
R	human	humanist	まれ
R	human	hum	別語
R	humor	humorist	まれ
R	imagine	imagineer	非語
R	inn	inner	遠縁
R	inn	inness	非語
R	invent	inventory	遠縁
R	inventor	inventory	遠縁
R	jam	jammer	まれ
R	jet	jeter	非語
R	jet	jetter	非語
R	job	jobber	まれ
R	judge	judgeship	まれ
R	kitchen	kitchener	非語
R	knee	kneer	非語
R	knit	knitter	まれ
R	lace	lacer	非語
R	last_2	laster	非語
R	lawn	lawner	非語
R	leak	leaker	まれ
R	lean	leaner	同音
R	legal	legalism	まれ
R	lift	lifter	まれ
R	likely	likelier	変化
R	likely	like	同音
R	loaf	loafer	同音
R	locate	locator	まれ
R	marry	mar	別語
R	master	mast	別語
R	merry	merrier	変化
R	merry	mere	別語
R	messy	messier	変化
R	multiply	multiplier	まれ
R	musical	musicality	まれ
R	musician	musicianship	まれ
R	nail	nailor	非語
R	nation	nationhood	まれ
R	neat	neater	変化
R	needle	needler	非語
R	needle	needless	別語
R	nest	nester	非語
R	nest	nestor	非語
R	note	notion	遠縁
R	note	notify	遠縁
R	offer	offerer	まれ
R	offer	off	別語
R	oil	oiler	まれ
R	palm	palmer	まれ
R	palm	palmist	まれ
R	panic	pane	別語
R	paste	paster	非語
R	paste	pastor	別語
R	paste	pasture	別語
N	divider	division	別意
N	master	mastery	人物
U	even	evenly	even は「〜でさえ」。evenly は「均等に・平等に」（形容詞の even「平らな・均一な」から）
N	fence	fencing	別意
U	package	packet	package は「包み・小包」（箱などに入れて包んだもの）。packet は「小さな包み・小袋」（お茶や種などの袋）
N	hunter	hunting	人物
