N	mechanism	mechanization	別意
medium	media	名	メディア・情報媒体
U	media	medium	medium は「手段・媒体」や「中くらいの（もの）」。media は medium の複数形で、ふつう「マスメディア・報道機関」を言う
merchant	merchandise	名	商品
N	merchandise	merchant	人物
N	migrant	migration	人物
minimal	minimalist	名	最小限主義者・ミニマリスト
U	momentary	momentous	momentary は「瞬間的な・つかの間の」。momentous は「きわめて重大な」（a momentous decision＝重大な決断）
N	myth	mythology	別意
U	mythic	mythical	mythical と mythic はどちらも「神話の・架空の」。mythic は「伝説的な」（mythic status）の意味でも使う
N	mythical	mythological	別意
nightmare	nightmarish	形	悪夢のような
N	nomination	nominee	人物
N	norm	normality	別意
N	objection	objectivity	別意
U	objectionable	objective	objective は「客観的な」（名詞で「目標」）。objectionable は「不快な・好ましくない」（反対されるような）
N	observable	observant	別意
N	observant	observational	別意
N	observation	observer	人物
N	observation	observatory	別意
N	observance	observer	人物
N	observatory	observer	人物
N	occupancy	occupation	別意
N	opener	openness	別意
oppress	oppressor	名	抑圧者・圧制者
N	participant	participation	人物
N	pessimism	pessimist	人物
N	pollen	pollinator	別意
N	pollen	pollination	別意
N	pollination	pollinator	別意
N	predictability	prediction	別意
N	preparation	preparedness	別意
process	processor	名	プロセッサー・処理装置
N	process	processor	別意
N	profession	professionalism	別意
N	prophecy	prophet	人物
N	psychologist	psychology	人物
U	publicize	publish	publish は「出版する・公表する」。publicize は「宣伝する・広く知らせる」
radiate	radiator	名	ラジエーター・暖房器
N	radiance	radiation	別意
ranch	rancher	名	牧場主・牧場で働く人
N	ranch	rancher	人物
range	ranger	名	森林警備隊員・レンジャー
N	range	ranger	人物
react	reactor	名	原子炉・反応装置
N	rebellion	rebelliousness	別意
R	manipulate	manipulator	まれ
R	mast	master	別語
R	mast	mastery	別語
R	maze	mazer	非語
R	maze	mazor	非語
R	mentor	mentorship	まれ
R	merchandise	merchandiser	まれ
R	minister	ministership	まれ
R	mobilize	mobilizer	非語
R	monk	monkee	非語
R	moral	moralist	まれ
R	moral	moralism	まれ
R	moral	more	別語
R	moth	mother	別語
R	mourn	mourner	まれ
R	muster	must	別語
R	negative	negativism	まれ
R	notable	not	別語
R	nurture	nurturer	まれ
R	originate	originator	まれ
R	outfit	outfitter	まれ
R	oxidize	oxidizer	まれ
R	pane	panic	別語
R	parallel	parallelism	まれ
R	pave	paver	まれ
R	persecute	persecutor	まれ
R	pest	pester	別語
R	petal	pet	別語
R	petition	petitioner	まれ
R	petition	petite	別語
R	pin	piner	非語
R	pin	pinner	非語
R	pit	pity	別語
R	poke	poker	まれ
R	polish	pole	別語
R	poll	pollen	別語
R	pollen	poll	別語
R	porch	porcher	非語
R	predict	predictor	まれ
R	procure	procurer	まれ
R	prophet	prophetess	まれ
R	provincial	provincialism	まれ
R	purchase	purchaser	まれ
R	quench	quencher	まれ
R	quest	question	遠縁
R	quill	quillian	非語
R	quilt	quilter	まれ
R	rack	racker	非語
R	raft	rafter	別語
R	raft	raftery	非語
R	rag	rager	非語
R	ratify	rate	遠縁
R	rear	rearing	同音
R	rearing	rear	同音
