sleep	sleepy	形	眠い
smell	smelly	形	臭い・いやなにおいのする
spell	spelling	名	つづり
study	student	名	学生	study と同じラテン語 studere（熱心に励む）から、学ぶ人→「学生」
study	studious	形	勉強好きな・熱心な
swim	swimmer	名	泳ぐ人・水泳選手
thick	thicken	動	厚くする・濃くする
tired	tiring	形	疲れさせる・骨の折れる
young	youthful	形	若々しい・若者らしい
add	addition	名	追加・足し算
awe	awesome	形	すばらしい・畏敬の念を起こす
bake	bakery	名	パン屋
brave	bravery	名	勇敢さ
build	builder	名	建築業者・作り手
care	careless	形	不注意な・雑な
carry	carrier	名	運ぶ人・運送会社・保菌者
climb	climber	名	登山者・つる植物
X	will	助動詞の will（〜だろう）は、名詞の will（意志）から来た willing・willingness などの形を持たない
U	asleep	sleepy	asleep は「眠って（いる状態）」で名詞の前に置かない（fall asleep）。sleepy は「眠い」
U	sure	certain	sure は話し手が「確信して」いること。certain は「(客観的に)確かな」で、a certain man（ある男性）の意味もある
U	surprised	surprising	surprised は人が「驚いた」（I was surprised.）。surprising は物事が「驚くべき」
U	tired	tiring	tired は人が「疲れた」。tiring は物事が「疲れさせる・骨の折れる」
U	bored	boring	bored は人が「退屈した」。boring は物事が「退屈な・つまらない」
U	true	correct	true は「本当の・事実どおりの」。correct は「(答え・方法が)正しい・誤りがない」
U	young	youthful	young は「若い（年齢が低い）」。youthful は「若々しい・若者らしい」で、年齢にかかわらず使える
U	appear	seem	appear は「〜のように見える」で少し改まる。seem は「〜のように思われる」（話し手の判断）
U	autumn	fall	fall は主にアメリカ英語の「秋」。autumn はイギリス英語でよく使い、改まった文章でも使う
U	cheap	inexpensive	cheap は「安っぽい」という悪い意味にもなる。inexpensive は「(品質のわりに)高くない」とよい意味で使う
U	cloth	clothes	cloth は「布」。clothes は「衣服」で、いつも複数扱い（発音は /kloʊz/ に近い）
