time	timeless	形	不朽の・時代を超えた
tragedy	tragic	形	悲劇的な・痛ましい
vaccinate	vaccine	名	ワクチン
valor	valiant	形	勇敢な・雄々しい
virus	viral	形	ウイルスの・急速に拡散する
wire	wireless	形	無線の・ワイヤレスの
abolish	abolition	名	廃止・撤廃
abundant	abound	動	満ちている・たくさんある
accomplish	accomplished	形	熟練した・完成した
accord	accordingly	副	それに応じて・したがって
acquit	acquittal	名	無罪放免
administer	administration	名	管理・行政・政権
administer	administrative	形	行政の・管理の
administer	administrator	名	管理者・行政官
advocate	advocacy	名	擁護・支持
age	ageless	形	年をとらない・不朽の
age	aging	形	老いゆく・老朽化する
aggressive	aggression	名	攻撃・侵略
allure	alluring	形	魅惑的な
altruism	altruistic	形	利他的な
ambiguous	ambiguity	名	あいまいさ・多義性
animated	animation	名	アニメーション・活気
anonymous	anonymity	名	匿名性・無名
apathy	apathetic	形	無気力な・無関心な
append	appendix	名	付録・虫垂
apprehensive	apprehension	名	不安・懸念・逮捕
approximate	approximation	名	概算・近似値
apt	aptitude	名	素質・適性
ardent	ardor	名	熱情・熱意
argue	arguably	副	議論の余地はあるが・おそらく
C	adverse	averse	嫌って・反対して（be averse to）
U	upset	upsetting	upset は人が「動揺した」。upsetting は物事が「動揺させる」
U	adverse	averse	adverse は「不利な・逆の」（adverse effects）。averse は人が「嫌って・反対して」（be averse to）
U	amiable	amicable	amiable は「(人が)感じのよい・愛想のよい」。amicable は「(関係・解決が)友好的な・円満な」
U	worth	worthwhile	worth は「〜の価値がある」で後ろに名詞や -ing 形が要る（worth visiting）。worthwhile は「やりがいのある・価値のある」で単独で使える（a worthwhile job）
