aberrant	aberration	名	逸脱・常軌を逸すること
abhor	abhorrent	形	ひどく嫌な・忌まわしい
abstain	abstinence	名	禁欲・節制
acute	acuity	名	鋭さ・鋭敏さ
admonish	admonition	名	忠告・戒め
affiliate	affiliated	形	提携した・系列の
aggrieve	aggrieved	形	不当な扱いを受けたと感じる・憤慨した
alkali	alkaline	形	アルカリ性の
anachronism	anachronistic	形	時代錯誤の
antagonism	antagonistic	形	敵対的な・対立する
antagonism	antagonize	動	敵に回す・反感を買う
antiquate	antiquated	形	時代遅れの・古めかしい
appear	apparition	名	幽霊のような姿・突然現れたもの	appear（現れる）と同じ語から、突然現れたもの→「幽霊のような姿」
approve	approbation	名	是認・称賛	approve（認める）と同じ語から→「是認・称賛」
arbitrate	arbiter	名	裁定者・権威者
arbiter	arbitrary	形	恣意的な・任意の	arbiter（裁定者）の考えしだいで決まる→「恣意的な・任意の」
arrogant	arrogate	動	(権利を)不当に横取りする	arrogant（傲慢な）と同じ語から、自分のものだと言い張る→「不当に横取りする」
assail	assailant	名	襲撃者・加害者
audacious	audacity	名	大胆さ・厚かましさ
autocracy	autocratic	形	独裁的な・専制的な
avarice	avaricious	形	貪欲な・強欲な		/ˌævəˈɹɪʃəs/
barbarity	barbaric	形	野蛮な・残虐な
beleaguer	beleaguered	形	窮地に立たされた・包囲された
bequeath	bequest	名	遺贈・遺産
bereft	bereaved	形	(家族などを)亡くした
burgeon	burgeoning	形	急成長している
capricious	caprice	名	気まぐれ・移り気
catharsis	cathartic	形	気持ちを浄化する・すっきりさせる
clannish	clan	名	一族・一門・派閥
coalesce	coalition	名	連立・連合	coalesce（合体する）と同じ語から、合体したもの→「連立・連合」
cognitive	cognition	名	認知・認識
colloquial	colloquialism	名	口語表現・話し言葉		/kəˈloʊkwiəˌlɪzəm/
complicity	complicit	形	共謀した・加担した
conciliation	conciliatory	形	融和的な・なだめるような
conciliation	conciliate	動	なだめる・和解させる		/kənˈsɪliˌeɪt/
condescend	condescending	形	見下すような・恩着せがましい
conscription	conscript	動	徴兵する
contempt	contemptible	形	軽蔑すべき・卑劣な
contrite	contrition	名	悔恨・痛悔
contrived	contrive	動	工夫する・たくらむ	contrive（うまくたくらむ）から、作り込んだ感じ→ contrived「わざとらしい・不自然な」
convalescence	convalesce	動	回復する・療養する
credible	credence	名	信用・信ぴょう性	credible と同じ「信じる」から→「信用・信ぴょう性」
credulity	credulous	形	だまされやすい・何でも信じる
decorous	decorum	名	礼儀正しさ・端正さ
C	complacent	complaisant	愛想のよい・人に逆らわない
C	congenial	congenital	先天性の・生まれつきの
C	consul	council	評議会・議会
C	avocation	vocation	職業・天職
U	abstention	abstinence	abstention は投票などの「棄権」。abstinence は酒や快楽を断つ「禁欲・節制」
U	avocation	vocation	vocation は「天職・職業」。avocation は本業以外の「趣味・副業」
U	bereaved	bereft	bereaved は家族などを「亡くした」。bereft は希望や感情などを「奪われた・失った」
U	complacent	complaisant	complacent は「現状に満足しきった・独りよがりの」。complaisant は「人に逆らわない・愛想のよい」
U	congenial	congenital	congenial は「気の合う・快適な」。congenital は「先天性の・生まれつきの」
U	consul	council	consul は外国に駐在する「領事」。council は「評議会・議会」
U	contemptible	contemptuous	contemptible は「軽蔑されるべき・卑劣な」。contemptuous は人が「軽蔑している・見下した」
