moderate	moderation	名	節度・適度
motive	motivate	動	動機づける・やる気にさせる
near	nearby	形	近くの・付近の
neglect	negligent	形	怠慢な・不注意な
numerous	number	名	数・番号
nutrition	nutrient	名	栄養素
occupy	occupation	名	職業・占領・占有
opponent	oppose	動	反対する
optimism	optimistic	形	楽観的な
organic	organism	名	生物・有機体
outdoor	outdoors	副	屋外で・屋外へ
pass	past	名	過去・過ぎた	pass の過去分詞 passed から、過ぎ去ったもの→「過去」
percent	percentage	名	割合・百分率
pole_2	polar	形	極地の・正反対の
political	politics	名	政治・政治学
political	politician	名	政治家
power	powerless	形	無力な・力のない
precise	precision	名	精度・正確さ
primarily	primary	形	主要な・初等の
prison	prisoner	名	囚人・捕虜
privilege	privileged	形	特権のある・恵まれた
promptly	prompt	形	迅速な・即座の
prosper	prosperity	名	繁栄
prosper	prosperous	形	繁栄している・裕福な
reason	reasoning	名	理由づけ・推理
recession	recede	動	後退する・遠ざかる
receive	recipient	名	受領者・受賞者
regard	regardless	副	〜にかかわらず・それでも
remain	remainder	名	残り・余り
replica	replicate	動	複製する・再現する
represent	representative	名	代表者・代理人
republic	republican	形	共和制の・共和党の
reserve	reservation	名	予約・保留・保護区
reside	resident	名	住民・居住者
restrain	restraint	名	自制・抑制
U	percent	percentage	percent は数字と一緒に使う（20 percent）。percentage は「割合」で数字なしで使う（a large percentage）
U	refuse	reject	refuse は「(申し出・依頼を)断る」。reject は「(案・人を)はねつける・不合格にする」
