access	accessible	形	近づける・利用しやすい
addict	addictive	形	中毒性のある・やみつきになる
addict	addicted	形	中毒の・夢中の
aim	aimless	形	目的のない・あてのない
analyze	analyst	名	分析家・アナリスト
ancestor	ancestral	形	先祖の・先祖代々の
appreciate	appreciative	形	感謝している・理解のある
assorted	assortment	名	詰め合わせ・各種
atrocious	atrocity	名	残虐行為
automate	automatic	形	自動の・無意識の
bankrupt	bankruptcy	名	破産・倒産
base	basis	名	基礎・根拠
benefit	beneficial	形	有益な
blur	blurry	形	ぼやけた
bore	boredom	名	退屈
browse	browser	名	ブラウザ・閲覧する人
candid	candor	名	率直さ
capital	capitalism	名	資本主義
capital	capitalist	名	資本家・資本主義者
capture	captive	名	捕虜・とらわれた
capture	captivity	名	監禁・捕われの身
cater	catering	名	仕出し・ケータリング
certify	certificate	名	証明書・修了証
civil	civic	形	市民の・都市の
civil	civilian	名	民間人・一般市民
clean	cleanse	動	清める・浄化する
commerce	commercial	形	商業の・営利的な
commute	commuter	名	通勤者
conceit	conceited	形	うぬぼれた
congested	congestion	名	混雑・渋滞
conquer	conquest	名	征服・攻略
contempt	contemptuous	形	見下した・軽蔑的な
contented	contentment	名	満足・充足
convince	conviction	名	確信・有罪判決
U	addicted	addictive	addicted は人が「中毒の・夢中の」（be addicted to）。addictive は物が「中毒性のある」
U	alternate	alternative	alternate は「交互の・一つおきの」（on alternate days）。alternative は「代わりの・代案」
U	arise	raise	arise は自動詞「(問題などが)生じる」。raise は他動詞「上げる・育てる」（目的語をとる）
U	base	basis	base は「土台・基地」（物理的なもの）。basis は「(考え・判断の)基礎・根拠」（on a daily basis）
U	civic	civil	civic は「市の・市民としての」（civic duty）。civil は「市民の・民間の」のほか「礼儀正しい」
U	confirm	conform	confirm は「確認する・確かめる」。conform は「(規則・習慣に)従う・合わせる」（conform to）
