# 未読の候補 1〜185 件目（2026-09-25、9回目の一覧。熟語）
K	phrase:curr_idm_pre2_come_over	遊びに来る=訪ねて来る
K	phrase:curr_idm_pre2_get_back_to	仕事に戻る=〜へ戻る
K	phrase:curr_idm_pre2_get_by	何とか暮らす=何とかやっていく
K	phrase:curr_idm_pre2_get_into	身につく=〜に入る
K	phrase:curr_idm_pre2_hold_back	こらえる=抑える
K	phrase:curr_idm_pre2_keep_up_with	についていく=〜に遅れずについていく
K	phrase:curr_idm_pre2_look_over	ざっと確認する=ざっと調べる
K	phrase:curr_idm_pre2_move_on	へ進む=先へ進む
K	phrase:curr_idm_pre2_pick_out	選ぶ=選び出す
K	phrase:curr_idm_pre2_run_over	ひきそうに=ひく
K	phrase:curr_idm_pre2_stay_up	夜更かしする=寝ずに起きている
K	phrase:curr_idm_pre2_take_away	片づける=取り除く
K	phrase:curr_idm_pre2_think_over	慎重に検討する=よく考える
K	phrase:curr_idm_pre2_try_out	試す=試してみる
K	phrase:curr_idm_pre2_be_willing_to	進んで行事を手伝う=進んで〜する
K	phrase:curr_idm_pre2_connect_a_with_b	接続する=AとBを結びつける
K	phrase:curr_idm_pre2_forgive_a_for_b	遅刻したことで彼を許す=BについてAを許す
K	phrase:curr_idm_pre2_separate_a_from_b	プラスチックから分別する=AをBから分ける
K	phrase:curr_idm_pre2_after_all	何といっても=だって
K	phrase:curr_idm_pre2_all_the_time	ずっと=その間ずっと
K	phrase:curr_idm_pre2_apart_from	除けば=〜を除いて
K	phrase:curr_idm_pre2_as_well	フランス語も=〜もまた
K	phrase:curr_idm_pre2_no_longer	もう営業していない=もはや〜ない
K	phrase:curr_idm_pre2_out_of_date	古くなっている=時代遅れで
K	phrase:curr_idm_pre2_rather_than	乗らず=〜ではなく
K	phrase:curr_idm_pre2_under_control	抑え込まれている=制御されて
K	phrase:curr_idm_pre2_take_action	行動する=行動を起こす
K	phrase:curr_idm_2_break_off	急に打ち切る=急に中断する
K	phrase:curr_idm_2_bring_down	下げる=低下させる
K	phrase:curr_idm_2_call_in	専門家を呼ぶ=専門家を頼む
K	phrase:curr_idm_2_carry_off	うまく演じきる=うまくやり遂げる
K	phrase:curr_idm_2_come_along	上達して=進歩する
K	phrase:curr_idm_2_come_down_with	にかかる=〜の病気にかかる
K	phrase:curr_idm_2_do_without	なしで何とか済ませる=〜なしで済ませる
K	phrase:curr_idm_2_get_across	伝える=理解させる
K	phrase:curr_idm_2_get_down_to	本腰を入れる=本気で〜に取りかかる
K	phrase:curr_idm_2_go_by	たつ=過ぎる
K	phrase:curr_idm_2_go_over	確認する=調べる
K	phrase:curr_idm_2_hold_on_to	取っておく=〜を手放さない
K	phrase:curr_idm_2_keep_off	入らないで=〜に立ち入らない
K	phrase:curr_idm_2_live_on	予算で暮らす=〜の収入で暮らす
K	phrase:curr_idm_2_make_out	読み取れた=見分ける
K	phrase:curr_idm_2_put_back	棚へ戻す=元の場所へ戻す
K	phrase:curr_idm_2_run_across	偶然見つける=〜に偶然出会う
K	phrase:curr_idm_2_take_to	なじむ=〜を好きになる
K	phrase:curr_idm_2_talk_over	よく話し合う=十分に話し合う
K	phrase:curr_idm_2_turn_over	めくる=裏返す
K	phrase:curr_idm_2_wrap_up	終わりに=終える
K	phrase:curr_idm_2_be_addicted_to	依存している=〜の依存状態である
K	phrase:curr_idm_2_be_eager_to	学びたがっている=しきりに〜したがる
K	phrase:curr_idm_2_be_free_from	含まない=〜がない
K	phrase:curr_idm_2_be_reluctant_to	認めたがらない=〜したがらない
K	phrase:curr_idm_2_devote_a_to_b	時間をささげる=AをBにささげる
K	phrase:curr_idm_2_discourage_a_from_doing	使うのを思いとどまらせる=Aが〜するのを思いとどまらせる
K	phrase:curr_idm_2_equip_a_with_b	器具を備える=AにBを備え付ける
K	phrase:curr_idm_2_persist_in	尋ね続ける=〜をしつこく続ける
K	phrase:curr_idm_2_suspect_a_of_b	疑いを彼にかける=AにBの疑いをかける
K	phrase:curr_idm_2_benefit_from	恩恵を得る=〜から利益を得る
K	phrase:curr_idm_2_emerge_from	抜け出す=〜から現れる
K	phrase:curr_idm_2_all_but	ほぼ=ほとんど
K	phrase:curr_idm_2_anything_but	決して単純ではない=決して〜でない
K	phrase:curr_idm_2_at_a_loss	言葉に詰まる=途方に暮れて
K	phrase:curr_idm_2_at_hand	手の届く所=手元に
K	phrase:curr_idm_2_out_of_sight	見えなく=見えない所に
K	phrase:curr_idm_2_under_pressure	圧力下=圧力を受けて
K	phrase:curr_idm_2_as_follows	次のとおり=次のとおりで
K	phrase:curr_idm_2_draw_a_distinction_between	区別する=〜の間に区別を設ける
K	phrase:curr_idm_2_pose_a_problem	問題となる=難題となる
K	phrase:curr_idm_2_take_effect	施行される=効力を生じる
K	phrase:curr_idm_2_take_charge_of	指揮する=管理する
K	phrase:curr_idm_pre1_break_away_from	脱する=〜から離脱する
K	phrase:curr_idm_pre1_break_out_of	抜け出す=〜から脱出する
K	phrase:curr_idm_pre1_carry_over	繰り越す=持ち越す
K	phrase:curr_idm_pre1_cut_across	超える=分類を超える
K	phrase:curr_idm_pre1_drop_off	減った=減少する
K	phrase:curr_idm_pre1_get_at	言おうとしている=ほのめかす
K	phrase:curr_idm_pre1_get_away_with	罰を受けずに済む=罰を受けずに〜する
K	phrase:curr_idm_pre1_get_out_of	避ける=〜を避ける
K	phrase:curr_idm_pre1_get_through_to	つながる=〜に連絡がつく
K	phrase:curr_idm_pre1_go_about	進める=〜を進める
K	phrase:curr_idm_pre1_go_out_of	わざわざ骨を折る=わざわざ〜する
K	phrase:curr_idm_pre1_grow_out_of	成長して子どもの頃の恐怖を克服する=成長して〜を卒業する
K	phrase:curr_idm_pre1_lay_out	示す=詳しく説明する
K	phrase:curr_idm_pre1_let_off	放免した=罰を免れさせる
K	phrase:curr_idm_pre1_make_up_for	取り戻す=〜を埋め合わせる
K	phrase:curr_idm_pre1_press_on	進み続ける=先へ進み続ける
K	phrase:curr_idm_pre1_pull_off	成し遂げる=難しいことをやり遂げる
K	phrase:curr_idm_pre1_put_across	明確に伝える=考えをうまく伝える
K	phrase:curr_idm_pre1_put_down_to	せいだと考える=〜の原因だと考える
K	phrase:curr_idm_pre1_read_into	深読みしすぎ=〜を読み込みすぎる
